domain,base_domain,dnssec,spf_valid,dmarc_valid,dmarc_adkim,dmarc_aspf,dmarc_fo,dmarc_p,dmarc_pct,dmarc_rf,dmarc_ri,dmarc_rua,dmarc_ruf,dmarc_sp,mx,tls,starttls,spf_record,dmarc_record,dmarc_record_location,mx_error,mx_warnings,spf_error,spf_warnings,dmarc_error,dmarc_warnings,ns,ns_error,ns_warnings
starshiphsa.com,starshiphsa.com,False,True,True,r,r,1,none,100,a:f:r:f,86400,mailto:unitedhealthgroup@rua.agari.com,mailto:unitedhealthgroup@rua.agari.com,none,"0, mailrnh.corpmailsvcs.com|1, aspmx.l.google.com|5, alt1.aspmx.l.google.com|5, alt2.aspmx.l.google.com|10, alt3.aspmx.l.google.com|10, alt4.aspmx.l.google.com",,,v=spf1 include:_spfae.corpmailsvcs.com include:_spf.google.com -all,v=DMARC1;p=none;fo=1;ruf=mailto:unitedhealthgroup@rua.agari.com;rua=mailto:unitedhealthgroup@rua.agari.com,starshiphsa.com,,2800:3f0:4003:c00::1b does not have any reverse DNS (PTR) records,,,,,ns55.domaincontrol.com|ns56.domaincontrol.com,,
stcsurgicalcenter.com,stcsurgicalcenter.com,False,False,False,,,,,,,,,,,"10, custmx.cscdns.net",,,,,,,"The domain nb-198-58-121-58.tp.nodebalancer.linode.com does not exist|The reverse DNS of 198.58.121.58 is nb-198-58-121-58.tp.nodebalancer.linode.com, but the A/AAAA DNS records for nb-198-58-121-58.tp.nodebalancer.linode.com do not resolve to 198.58.121.58","('stcsurgicalcenter.com does not have a SPF TXT record ', 'stcsurgicalcenter.com')",,A DMARC record does not exist for this domain or its base domain,,dns1.cscdns.net|dns2.cscdns.net,,
stlcardiovascularinstitute.com,stlcardiovascularinstitute.com,False,False,False,,,,,,,,,,,,,,,,,,No MX records found. Is the domain parked?,"('stlcardiovascularinstitute.com does not have a SPF TXT record ', 'stlcardiovascularinstitute.com')",,A DMARC record does not exist for this domain or its base domain,,ns63.domaincontrol.com|ns64.domaincontrol.com,,
stlspecialtysurgicalcenter.com,stlspecialtysurgicalcenter.com,False,False,False,,,,,,,,,,,,,,,,,,No MX records found. Is the domain parked?,"('stlspecialtysurgicalcenter.com does not have a SPF TXT record ', 'stlspecialtysurgicalcenter.com')",,A DMARC record does not exist for this domain or its base domain,,ns13.domaincontrol.com|ns14.domaincontrol.com,,
stonegatesurgerycenter.com,stonegatesurgerycenter.com,False,False,False,,,,,,,,,,,"10, custmx.cscdns.net",,,,,,,"The domain nb-198-58-121-58.tp.nodebalancer.linode.com does not exist|The reverse DNS of 198.58.121.58 is nb-198-58-121-58.tp.nodebalancer.linode.com, but the A/AAAA DNS records for nb-198-58-121-58.tp.nodebalancer.linode.com do not resolve to 198.58.121.58","('stonegatesurgerycenter.com does not have a SPF TXT record ', 'stonegatesurgerycenter.com')",,A DMARC record does not exist for this domain or its base domain,,dns1.cscdns.net|dns2.cscdns.net,,
success-rx.com,success-rx.com,False,True,True,r,r,1,none,100,a:f:r:f,3600,mailto:unitedhealthgroup@rua.agari.com,mailto:unitedhealthgroup@ruf.agari.com,none,"0, mailrnh.corpmailsvcs.com",,,v=spf1 include:spf.protection.outlook.com ip4:67.131.40.44 ip4:70.182.48.44 ip4:96.76.120.145 include:spf.zixsmbhosted.com include:_spfv4.corpmailsvcs.com -all,v=DMARC1; p=none; fo=1; ri=3600; rua=mailto:unitedhealthgroup@rua.agari.com; ruf=mailto:unitedhealthgroup@ruf.agari.com,success-rx.com,,,,,,,ns49.domaincontrol.com|ns50.domaincontrol.com,,
summitdermatology.com,summitdermatology.com,False,True,True,r,r,0,reject,100,a:f:r:f,86400,,,none,"0, summitdermatology-com.mail.protection.outlook.com",,,v=spf1 a ip4:63.230.65.202 include:spf.protection.outlook.com -all,v=DMARC1;p=reject;sp=none;adkim=r;aspf=r;pct=100;fo=0;rf=afrf;ri=86400,summitdermatology.com,,,,,,rua tag (destination for aggregate reports) not found,cns367.hostgator.com|cns368.hostgator.com,,
sundancebehavioral.com,sundancebehavioral.com,False,True,True,r,r,1,reject,100,a:f:r:f,3600,mailto:unitedhealthgroup@rua.agari.com,mailto:unitedhealthgroup@ruf.agari.com,reject,"0, mailrnh.corpmailsvcs.com",,,v=spf1 ip4:209.160.104.115 ip4:209.160.104.120 ip4:66.206.11.214 include:_spfae.corpmailsvcs.com include:spf.protection.outlook.com -all,v=DMARC1; p=reject; fo=1; ri=3600; rua=mailto:unitedhealthgroup@rua.agari.com; ruf=mailto:unitedhealthgroup@ruf.agari.com,sundancebehavioral.com,,,,,,,edns4.ultradns.org|edns4.ultradns.net|edns4.ultradns.com|edns4.ultradns.biz|epla1.corpnamesvcs.com|epla2.corpnamesvcs.com,,
surest.com,surest.com,False,True,True,r,r,1,quarantine,100,a:f:r:f,3600,mailto:unitedhealthgroup@rua.agari.com|mailto:dmarc_admin@yourbind.com,mailto:unitedhealthgroup@ruf.agari.com,quarantine,"0, mailrnh.corpmailsvcs.com|10, surest-com.mail.protection.outlook.com",,,v=spf1 ip4:64.235.144.0/20 ip4:209.222.80.0/21 include:spf.protection.outlook.com include:mktomail.com include:_spfae.corpmailsvcs.com -all,"v=DMARC1; p=quarantine; fo=1; ri=3600; rua=mailto:unitedhealthgroup@rua.agari.com,mailto:dmarc_admin@yourbind.com; ruf=mailto:unitedhealthgroup@ruf.agari.com",surest.com,,52.101.9.17 does not have any reverse DNS (PTR) records,,,,,ns-1125.awsdns-12.org|ns-1963.awsdns-53.co.uk|ns-286.awsdns-35.com|ns-597.awsdns-10.net,,
surgerycenteratcherrycreek.com,surgerycenteratcherrycreek.com,False,False,False,,,,,,,,,,,,,,,,,,No MX records found. Is the domain parked?,"('surgerycenteratcherrycreek.com does not have a SPF TXT record ', 'surgerycenteratcherrycreek.com')",,A DMARC record does not exist for this domain or its base domain,,dns1.cscdns.net|dns2.cscdns.net,,
surgerycenteratkissingcamels.com,surgerycenteratkissingcamels.com,False,False,False,,,,,,,,,,,,,,,,,,No MX records found. Is the domain parked?,"('surgerycenteratkissingcamels.com does not have a SPF TXT record ', 'surgerycenteratkissingcamels.com')",,A DMARC record does not exist for this domain or its base domain,,dns1.cscdns.net|dns2.cscdns.net,,
surgicalcenterofnewhampshireatderry.com,surgicalcenterofnewhampshireatderry.com,False,False,False,,,,,,,,,,,,,,,,,,No MX records found. Is the domain parked?,"('surgicalcenterofnewhampshireatderry.com does not have a SPF TXT record ', 'surgicalcenterofnewhampshireatderry.com')",,A DMARC record does not exist for this domain or its base domain,,dns1.cscdns.net|dns2.cscdns.net,,
surgicareofmobile.com,surgicareofmobile.com,False,False,False,,,,,,,,,,,"10, custmx.cscdns.net",,,,,,,"The domain nb-198-58-121-58.tp.nodebalancer.linode.com does not exist|The reverse DNS of 198.58.121.58 is nb-198-58-121-58.tp.nodebalancer.linode.com, but the A/AAAA DNS records for nb-198-58-121-58.tp.nodebalancer.linode.com do not resolve to 198.58.121.58","('surgicareofmobile.com does not have a SPF TXT record ', 'surgicareofmobile.com')",,A DMARC record does not exist for this domain or its base domain,,dns1.cscdns.net|dns2.cscdns.net,,
sylvaniatherapist.com,sylvaniatherapist.com,False,False,False,,,,,,,,,,,"10, clientmx.natpal.com",,,,,,,74.122.37.16 does not have any reverse DNS (PTR) records,"('sylvaniatherapist.com does not have a SPF TXT record ', 'sylvaniatherapist.com')",,A DMARC record does not exist for this domain or its base domain,,syeef.ns.cloudflare.com|zariyah.ns.cloudflare.com,,
thinkaplus.com,thinkaplus.com,False,True,True,r,r,1,reject,100,a:f:r:f,3600,mailto:unitedhealthgroup@rua.agari.com,mailto:unitedhealthgroup@ruf.agari.com,reject,"0, mailrnh.corpmailsvcs.com",,,v=spf1 ip4:209.160.104.115 ip4:209.160.104.120 ip4:66.206.11.214 include:_spfae.corpmailsvcs.com include:spf.protection.outlook.com -all,v=DMARC1; p=reject; fo=1; ri=3600; rua=mailto:unitedhealthgroup@rua.agari.com; ruf=mailto:unitedhealthgroup@ruf.agari.com,thinkaplus.com,,,,,,,epla1.corpnamesvcs.com|edns4.ultradns.com|edns4.ultradns.biz|epla2.corpnamesvcs.com|edns4.ultradns.org|edns4.ultradns.net,,
tjsurgery.com,tjsurgery.com,False,False,False,,,,,,,,,,,"0, tjsurgery.com",,,,,,,"The domain 207_223_115_39.colo.teklinks.com does not exist|The reverse DNS of 207.223.115.39 is 207_223_115_39.colo.teklinks.com, but the A/AAAA DNS records for 207_223_115_39.colo.teklinks.com do not resolve to 207.223.115.39","('tjsurgery.com does not have a SPF TXT record ', 'tjsurgery.com')",,A DMARC record does not exist for this domain or its base domain,,ns2.inmotionhosting.com|ns.inmotionhosting.com,,
tmesys.com,tmesys.com,False,False,True,r,r,1,reject,100,a:f:r:f,3600,mailto:unitedhealthgroup@rua.agari.com,mailto:unitedhealthgroup@ruf.agari.com,reject,"10, mail1.corpmailsvcs.com|10, mail10.corpmailsvcs.com|10, mail11.corpmailsvcs.com|10, mail2.corpmailsvcs.com|10, mail20.corpmailsvcs.com|10, mail21.corpmailsvcs.com",,,v=spf1 include:spf.dynect.net include:_spf.salesforce.com include:icpbounce.com include:_spfv4.corpmailsvcs.com -all,v=DMARC1; p=reject; fo=1; ri=3600; rua=mailto:unitedhealthgroup@rua.agari.com; ruf=mailto:unitedhealthgroup@ruf.agari.com,tmesys.com,,,Parsing the SPF record requires 11/10 maximum DNS lookups - https://tools.ietf.org/html/rfc7208#section-4.6.4,,,,dns1.cscdns.net|dns2.cscdns.net,,
trailsedgesurgerycenter.com,trailsedgesurgerycenter.com,False,False,False,,,,,,,,,,,,,,,,,,No MX records found. Is the domain parked?,"('trailsedgesurgerycenter.com does not have a SPF TXT record ', 'trailsedgesurgerycenter.com')",,A DMARC record does not exist for this domain or its base domain,,dns1.cscdns.net|dns2.cscdns.net,,
tuftshealthplan.com,tuftshealthplan.com,False,False,False,,,,,,,,,,,"100, tuftshealthplan.com",,,,,,,63.118.17.173 does not have any reverse DNS (PTR) records,"(SPFRecordNotFound('tuftshealthplan.com does not have a SPF TXT record', 'tuftshealthplan.com'), 'tuftshealthplan.com')",,A DMARC record does not exist for this domain or its base domain,,dmtu.mt.ns.els-gms.att.net|dbru.br.ns.els-gms.att.net,,
tuscaloosasurgicalcenter.net,tuscaloosasurgicalcenter.net,False,False,False,,,,,,,,,,,"10, custmx.cscdns.net",,,,,,,"The domain nb-198-58-121-58.tp.nodebalancer.linode.com does not exist|The reverse DNS of 198.58.121.58 is nb-198-58-121-58.tp.nodebalancer.linode.com, but the A/AAAA DNS records for nb-198-58-121-58.tp.nodebalancer.linode.com do not resolve to 198.58.121.58","('tuscaloosasurgicalcenter.net does not have a SPF TXT record ', 'tuscaloosasurgicalcenter.net')",,A DMARC record does not exist for this domain or its base domain,,dns1.cscdns.net|dns2.cscdns.net,,
uhc.com,uhc.com,False,True,True,r,r,1,reject,100,a:f:r:f,3600,mailto:unitedhealthgroup@rua.agari.com,mailto:unitedhealthgroup@ruf.agari.com,none,"10, mail1.corpmailsvcs.com|10, mail10.corpmailsvcs.com|10, mail11.corpmailsvcs.com|10, mail128.corpmailsvcs.com|10, mail131.corpmailsvcs.com|10, mail134.corpmailsvcs.com|10, mail17.corpmailsvcs.com|10, mail1b.corpmailsvcs.com|10, mail2.corpmailsvcs.com|10, mail20.corpmailsvcs.com|10, mail21.corpmailsvcs.com|10, mail27.corpmailsvcs.com|10, mail30.corpmailsvcs.com|10, mail33.corpmailsvcs.com|10, mail36.corpmailsvcs.com|10, mail50.corpmailsvcs.com|10, mail51.corpmailsvcs.com",,,v=spf1 include:res.cisco.com include:_spfv4.corpmailsvcs.com include:spf.protection.outlook.com ~all,v=DMARC1; p=reject; sp=none; fo=1; ri=3600; rua=mailto:unitedhealthgroup@rua.agari.com;ruf=mailto:unitedhealthgroup@ruf.agari.com,uhc.com,,,,,,,epla2.corpnamesvcs.com|epla1.corpnamesvcs.com,,
uhcglobal.com,uhcglobal.com,False,True,True,r,r,1,reject,100,a:f:r:f,3600,mailto:unitedhealthgroup@rua.agari.com,mailto:unitedhealthgroup@ruf.agari.com,reject,"10, mail1.corpmailsvcs.com|10, mail10.corpmailsvcs.com|10, mail11.corpmailsvcs.com|10, mail128.corpmailsvcs.com|10, mail131.corpmailsvcs.com|10, mail134.corpmailsvcs.com|10, mail17.corpmailsvcs.com|10, mail1b.corpmailsvcs.com|10, mail2.corpmailsvcs.com|10, mail20.corpmailsvcs.com|10, mail21.corpmailsvcs.com|10, mail27.corpmailsvcs.com|10, mail30.corpmailsvcs.com|10, mail33.corpmailsvcs.com|10, mail36.corpmailsvcs.com|10, mail50.corpmailsvcs.com|10, mail51.corpmailsvcs.com",,,v=spf1 ip4:69.63.150.0/24 include:rp.oracleemaildelivery.com include:_spfv4.corpmailsvcs.com include:spf.protection.outlook.com -all,v=DMARC1; p=reject; fo=1; ri=3600; rua=mailto:unitedhealthgroup@rua.agari.com; ruf=mailto:unitedhealthgroup@ruf.agari.com,uhcglobal.com,,,,,,,epla2.corpnamesvcs.com|epla1.corpnamesvcs.com,,
uhcmemberhub.com,uhcmemberhub.com,False,False,False,,,,,,,,,,,,,,,,,,No MX records found. Is the domain parked?,"('uhcmemberhub.com does not have a SPF TXT record ', 'uhcmemberhub.com')",,A DMARC record does not exist for this domain or its base domain,,edns4.ultradns.com|edns4.ultradns.org|edns4.ultradns.biz|edns4.ultradns.net|epla1.corpnamesvcs.com|epla2.corpnamesvcs.com,,
uhcprovider.com,uhcprovider.com,False,True,True,r,r,1,reject,100,a:f:r:f,3600,mailto:unitedhealthgroup@rua.agari.com,mailto:unitedhealthgroup@ruf.agari.com,reject,,,,v=spf1 include:_spfv4.corpmailsvcs.com -all,v=DMARC1; p=reject; fo=1; ri=3600; rua=mailto:unitedhealthgroup@rua.agari.com; ruf=mailto:unitedhealthgroup@ruf.agari.com,uhcprovider.com,,No MX records found. Is the domain parked?,,,,,epla1.corpnamesvcs.com|epla2.corpnamesvcs.com,,
uhcsafetrip.com,uhcsafetrip.com,False,True,True,r,r,1,reject,100,a:f:r:f,3600,mailto:unitedhealthgroup@rua.agari.com,mailto:unitedhealthgroup@ruf.agari.com,reject,,,,v=spf1 include:_spfv4.corpmailsvcs.com -all,v=DMARC1; p=reject; fo=1; ri=3600; rua=mailto:unitedhealthgroup@rua.agari.com; ruf=mailto:unitedhealthgroup@ruf.agari.com,uhcsafetrip.com,,No MX records found. Is the domain parked?,,,,,ben.ns.cloudflare.com|emma.ns.cloudflare.com,,
uhcsr.com,uhcsr.com,False,True,True,r,r,1,reject,100,a:f:r:f,3600,mailto:unitedhealthgroup@rua.agari.com|mailto:dmarc_rua@emaildefense.proofpoint.com,mailto:unitedhealthgroup@ruf.agari.com|mailto:dmarc_ruf@emaildefense.proofpoint.com,reject,"0, mail1.corpmailsvcs.com|0, mail10.corpmailsvcs.com|0, mail11.corpmailsvcs.com|0, mail128.corpmailsvcs.com|0, mail131.corpmailsvcs.com|0, mail134.corpmailsvcs.com|0, mail17.corpmailsvcs.com|0, mail2.corpmailsvcs.com|0, mail20.corpmailsvcs.com|0, mail21.corpmailsvcs.com|0, mail27.corpmailsvcs.com|0, mail30.corpmailsvcs.com|0, mail33.corpmailsvcs.com|0, mail36.corpmailsvcs.com|0, mail50.corpmailsvcs.com|0, mail51.corpmailsvcs.com",,,v=spf1 include:_spfv4.corpmailsvcs.com ip4:63.97.167.31 ip4:65.210.198.231 ip4:65.210.198.2 include:spf.protection.outlook.com include:_spf1.niceincontact.com -all,"v=DMARC1; p=reject; fo=1; ri=3600; rua=mailto:unitedhealthgroup@rua.agari.com,mailto:dmarc_rua@emaildefense.proofpoint.com;ruf=mailto:unitedhealthgroup@ruf.agari.com,mailto:dmarc_ruf@emaildefense.proofpoint.com",uhcsr.com,,,,,,,edns4.ultradns.org|edns4.ultradns.net|edns4.ultradns.com|edns4.ultradns.biz|epla2.corpnamesvcs.com|epla1.corpnamesvcs.com,,
uhone.com,uhone.com,False,True,True,r,r,1,reject,100,a:f:r:f,3600,mailto:unitedhealthgroup@rua.agari.com,mailto:unitedhealthgroup@ruf.agari.com,reject,"10, mail1.corpmailsvcs.com|10, mail10.corpmailsvcs.com|10, mail11.corpmailsvcs.com|10, mail128.corpmailsvcs.com|10, mail131.corpmailsvcs.com|10, mail134.corpmailsvcs.com|10, mail17.corpmailsvcs.com|10, mail2.corpmailsvcs.com|10, mail20.corpmailsvcs.com|10, mail21.corpmailsvcs.com|10, mail27.corpmailsvcs.com|10, mail30.corpmailsvcs.com|10, mail33.corpmailsvcs.com|10, mail36.corpmailsvcs.com|10, mail50.corpmailsvcs.com|10, mail51.corpmailsvcs.com",,,v=spf1 include:_spfv4.corpmailsvcs.com -all,v=DMARC1; p=reject; fo=1; ri=3600; rua=mailto:unitedhealthgroup@rua.agari.com; ruf=mailto:unitedhealthgroup@ruf.agari.com,uhone.com,,,,,,,epla1.corpnamesvcs.com|epla2.corpnamesvcs.com,,
umr.com,umr.com,False,True,True,r,r,1,reject,100,a:f:r:f,3600,mailto:unitedhealthgroup@rua.agari.com,mailto:unitedhealthgroup@ruf.agari.com,reject,"10, mail1.corpmailsvcs.com|10, mail10.corpmailsvcs.com|10, mail11.corpmailsvcs.com|10, mail128.corpmailsvcs.com|10, mail131.corpmailsvcs.com|10, mail134.corpmailsvcs.com|10, mail17.corpmailsvcs.com|10, mail1b.corpmailsvcs.com|10, mail2.corpmailsvcs.com|10, mail20.corpmailsvcs.com|10, mail21.corpmailsvcs.com|10, mail27.corpmailsvcs.com|10, mail30.corpmailsvcs.com|10, mail33.corpmailsvcs.com|10, mail36.corpmailsvcs.com|10, mail50.corpmailsvcs.com|10, mail51.corpmailsvcs.com",,,v=spf1 include:_spfv4.corpmailsvcs.com -all,v=DMARC1; p=reject; fo=1; ri=3600; rua=mailto:unitedhealthgroup@rua.agari.com; ruf=mailto:unitedhealthgroup@ruf.agari.com,umr.com,,,,,,,epla2.corpnamesvcs.com|epla1.corpnamesvcs.com,,
unitedhealthgroup.com,unitedhealthgroup.com,False,True,True,r,r,1,reject,100,a:f:r:f,3600,mailto:unitedhealthgroup@rua.agari.com,mailto:unitedhealthgroup@ruf.agari.com,none,"10, mail1.corpmailsvcs.com|10, mail10.corpmailsvcs.com|10, mail11.corpmailsvcs.com|10, mail128.corpmailsvcs.com|10, mail131.corpmailsvcs.com|10, mail134.corpmailsvcs.com|10, mail17.corpmailsvcs.com|10, mail2.corpmailsvcs.com|10, mail20.corpmailsvcs.com|10, mail21.corpmailsvcs.com|10, mail27.corpmailsvcs.com|10, mail30.corpmailsvcs.com|10, mail33.corpmailsvcs.com|10, mail36.corpmailsvcs.com|10, mail50.corpmailsvcs.com|10, mail51.corpmailsvcs.com",,,v=spf1 include:res.cisco.com include:_spfv4.corpmailsvcs.com -all,v=DMARC1; p=reject; sp=none; fo=1; ri=3600; rua=mailto:unitedhealthgroup@rua.agari.com;ruf=mailto:unitedhealthgroup@ruf.agari.com,unitedhealthgroup.com,,,,,,,epla2.corpnamesvcs.com|epla1.corpnamesvcs.com,,
universitysurgicenter.com,universitysurgicenter.com,False,False,False,,,,,,,,,,,,,,,,,,No MX records found. Is the domain parked?,"('universitysurgicenter.com does not have a SPF TXT record ', 'universitysurgicenter.com')",,A DMARC record does not exist for this domain or its base domain,,ns27.domaincontrol.com|ns28.domaincontrol.com,,
ushealthgroup.com,ushealthgroup.com,False,True,True,r,r,1,reject,100,a:f:r:f,3600,mailto:unitedhealthgroup@rua.agari.com,mailto:unitedhealthgroup@ruf.agari.com,reject,"10, mail1.corpmailsvcs.com|10, mail10.corpmailsvcs.com|10, mail11.corpmailsvcs.com|10, mail128.corpmailsvcs.com|10, mail131.corpmailsvcs.com|10, mail134.corpmailsvcs.com|10, mail17.corpmailsvcs.com|10, mail2.corpmailsvcs.com|10, mail20.corpmailsvcs.com|10, mail21.corpmailsvcs.com|10, mail27.corpmailsvcs.com|10, mail30.corpmailsvcs.com|10, mail33.corpmailsvcs.com|10, mail36.corpmailsvcs.com|10, mail50.corpmailsvcs.com|10, mail51.corpmailsvcs.com",,,v=spf1 ip4:168.245.63.198 ip4:168.245.9.214 ip4:161.249.75.188 ip4:161.249.147.180 include:us._netblocks.mimecast.com include:spf.protection.outlook.com include:_spfv4.corpmailsvcs.com -all,v=DMARC1; p=reject; fo=1; ri=3600; rua=mailto:unitedhealthgroup@rua.agari.com; ruf=mailto:unitedhealthgroup@ruf.agari.com,ushealthgroup.com,,,,,,,gail.ns.cloudflare.com|ram.ns.cloudflare.com,,
usmd.com,usmd.com,False,True,True,r,r,1,reject,100,a:f:r:f,3600,mailto:unitedhealthgroup@rua.agari.com,mailto:unitedhealthgroup@ruf.agari.com,reject,"10, mailrnh.corpmailsvcs.com",,,v=spf1 ip4:68.66.131.17 include:spf.protection.outlook.com include:_spfv4.corpmailsvcs.com ~all,v=DMARC1; p=reject; fo=1; ri=3600; rua=mailto:unitedhealthgroup@rua.agari.com; ruf=mailto:unitedhealthgroup@ruf.agari.com,usmd.com,,,,,,,epla1.corpnamesvcs.com|epla2.corpnamesvcs.com,,
vadcc.com,vadcc.com,False,True,True,r,r,1,reject,100,a:f:r:f,3600,mailto:unitedhealthgroup@rua.agari.com,mailto:unitedhealthgroup@ruf.agari.com,reject,"0, mailrnh.corpmailsvcs.com",,,v=spf1 include:_spfae.corpmailsvcs.com include:spf.protection.outlook.com -all,v=DMARC1; p=reject; fo=1; ri=3600; rua=mailto:unitedhealthgroup@rua.agari.com; ruf=mailto:unitedhealthgroup@ruf.agari.com,vadcc.com,,,,,,,edns4.ultradns.com|epla2.corpnamesvcs.com|epla1.corpnamesvcs.com|edns4.ultradns.org|edns4.ultradns.net|edns4.ultradns.biz,,
vascularlabsoftherockies.com,vascularlabsoftherockies.com,False,False,False,,,,,,,,,,,,,,,,,,No MX records found. Is the domain parked?,"('vascularlabsoftherockies.com does not have a SPF TXT record ', 'vascularlabsoftherockies.com')",,A DMARC record does not exist for this domain or its base domain,,dns1.cscdns.net|dns2.cscdns.net,,
vfendo.com,vfendo.com,False,True,True,r,r,0,reject,100,a:f:r:f,86400,mailto:e9fbkgxn@ag.c1.dmarcian.com,mailto:e9fbkgxn@fr.c1.dmarcian.com,reject,"0, vfendo-com.mail.protection.outlook.com",,,v=spf1 include:spf.protection.outlook.com ip4:74.94.7.57 -all,v=DMARC1; p=reject; rua=mailto:e9fbkgxn@ag.c1.dmarcian.com; ruf=mailto:e9fbkgxn@fr.c1.dmarcian.com;,vfendo.com,,,,,,,pdns11.domaincontrol.com|pdns12.domaincontrol.com,,
vidaintegra.cl,vidaintegra.cl,False,True,True,r,r,1,none,100,a:f:r:f,3600,mailto:unitedhealthgroup@rua.agari.com,mailto:unitedhealthgroup@ruf.agari.com,none,"1, mailrnh.corpmailsvcs.com",,,v=spf1 include:_spfae.corpmailsvcs.com include:_spf.google.com include:spf.protection.outlook.com ~all,v=DMARC1; p=none; fo=1; ri=3600; rua=mailto:unitedhealthgroup@rua.agari.com; ruf=mailto:unitedhealthgroup@ruf.agari.com,vidaintegra.cl,,,,,,,ns-cloud-e4.googledomains.com|ns-cloud-e1.googledomains.com|ns-cloud-e2.googledomains.com|ns-cloud-e3.googledomains.com,,
vidatres.cl,vidatres.cl,False,True,True,r,r,1,reject,100,a:f:r:f,3600,mailto:unitedhealthgroup@rua.agari.com,mailto:unitedhealthgroup@ruf.agari.com,reject,"0, mailrnh.corpmailsvcs.com",,,v=spf1 ip4:186.148.5.235 ip4:186.148.4.130 ip4:186.148.4.138 ip4:20.51.226.27 ip4:200.6.98.104 include:spf.masterbase.com include:spf.protection.outlook.com include:_spfae.corpmailsvcs.com -all,v=DMARC1; p=reject; fo=1; ri=3600; rua=mailto:unitedhealthgroup@rua.agari.com; ruf=mailto:unitedhealthgroup@ruf.agari.com  ,vidatres.cl,,,,,,,ns1-01.azure-dns.com|ns2-01.azure-dns.net|ns3-01.azure-dns.org|ns4-01.azure-dns.info,,
vivifyhealth.com,vivifyhealth.com,False,False,True,r,r,1,reject,100,a:f:r:f,3600,mailto:unitedhealthgroup@rua.agari.com,mailto:unitedhealthgroup@ruf.agari.com,reject,"10, mail1.corpmailsvcs.com|10, mail10.corpmailsvcs.com|10, mail11.corpmailsvcs.com|10, mail128.corpmailsvcs.com|10, mail131.corpmailsvcs.com|10, mail134.corpmailsvcs.com|10, mail17.corpmailsvcs.com|10, mail2.corpmailsvcs.com|10, mail20.corpmailsvcs.com|10, mail21.corpmailsvcs.com|10, mail27.corpmailsvcs.com|10, mail30.corpmailsvcs.com|10, mail33.corpmailsvcs.com|10, mail36.corpmailsvcs.com|10, mail50.corpmailsvcs.com|10, mail51.corpmailsvcs.com",,,v=spf1 include:spf.protection.outlook.com include:res.cisco.com include:_spfv4.corpmailsvcs.com include:_spf.elasticemail.com ?all,v=DMARC1; p=reject; fo=1; ri=3600; rua=mailto:unitedhealthgroup@rua.agari.com; ruf=mailto:unitedhealthgroup@ruf.agari.com,vivifyhealth.com,,,Parsing the SPF record requires 11/10 maximum DNS lookups - https://tools.ietf.org/html/rfc7208#section-4.6.4,,,,dns1.cscdns.net|dns2.cscdns.net,,
vpayusa.com,vpayusa.com,False,True,True,r,r,1,none,100,a:f:r:f,3600,mailto:unitedhealthgroup@rua.agari.com,mailto:unitedhealthgroup@ruf.agari.com,none,"0, mail1.corpmailsvcs.com|0, mail10.corpmailsvcs.com|0, mail11.corpmailsvcs.com|0, mail128.corpmailsvcs.com|0, mail131.corpmailsvcs.com|0, mail134.corpmailsvcs.com|0, mail17.corpmailsvcs.com|0, mail2.corpmailsvcs.com|0, mail20.corpmailsvcs.com|0, mail21.corpmailsvcs.com|0, mail27.corpmailsvcs.com|0, mail30.corpmailsvcs.com|0, mail33.corpmailsvcs.com|0, mail36.corpmailsvcs.com|0, mail50.corpmailsvcs.com|0, mail51.corpmailsvcs.com",,,v=spf1 ip4:67.210.224.217 include:aspmx.pardot.com include:spf.drhinternet.net include:res.cisco.com include:_spfae.corpmailsvcs.com ?all,v=DMARC1; p=none; fo=1; ri=3600; rua=mailto:unitedhealthgroup@rua.agari.com; ruf=mailto:unitedhealthgroup@ruf.agari.com,vpayusa.com,,,,,,,pdns100.ultradns.net|pdns100.ultradns.com|pdns100.ultradns.org|pdns100.ultradns.biz,,
wauwatosasurgerycenter.com,wauwatosasurgerycenter.com,False,False,False,,,,,,,,,,,"10, custmx.cscdns.net",,,,,,,"The domain nb-198-58-121-58.tp.nodebalancer.linode.com does not exist|The reverse DNS of 198.58.121.58 is nb-198-58-121-58.tp.nodebalancer.linode.com, but the A/AAAA DNS records for nb-198-58-121-58.tp.nodebalancer.linode.com do not resolve to 198.58.121.58","('wauwatosasurgerycenter.com does not have a SPF TXT record ', 'wauwatosasurgerycenter.com')",,A DMARC record does not exist for this domain or its base domain,,dns1.cscdns.net|dns2.cscdns.net,,
wellmedhealthcare.com,wellmedhealthcare.com,False,True,True,r,r,0,reject,100,a:f:r:f,86400,mailto:unitedhealthgroup@rua.agari.com,,reject,,,,v=spf1 a mx -all,v=DMARC1; p=reject; rua=mailto:unitedhealthgroup@rua.agari.com,wellmedhealthcare.com,,No MX records found. Is the domain parked?,,wellmedhealthcare.com does not have any MX records,,,ns82.worldnic.com|ns81.worldnic.com,,
