domain,owner,base_domain,dnssec,spf_valid,dmarc_valid,dmarc_adkim,dmarc_aspf,dmarc_fo,dmarc_p,dmarc_pct,dmarc_rf,dmarc_ri,dmarc_rua,dmarc_ruf,dmarc_sp,mx,tls,starttls,spf_record,dmarc_record,dmarc_record_location,mx_error,mx_warnings,spf_error,spf_warnings,dmarc_error,dmarc_warnings,ns,ns_error,ns_warnings
coastalcounselingcenter.com,UNH,coastalcounselingcenter.com,False,True,True,r,r,1,reject,100,a:f:r:f,3600,mailto:unitedhealthgroup@rua.agari.com,mailto:unitedhealthgroup@ruf.agari.com,reject,"0, mailrnh.corpmailsvcs.com",,,v=spf1 ip4:209.160.104.115 ip4:209.160.104.120 include:_spfae.corpmailsvcs.com include:spf.protection.outlook.com -all,v=DMARC1; p=reject; fo=1; ri=3600; rua=mailto:unitedhealthgroup@rua.agari.com; ruf=mailto:unitedhealthgroup@ruf.agari.com,coastalcounselingcenter.com,,,,,,,epla1.corpnamesvcs.com|epla2.corpnamesvcs.com|edns4.ultradns.biz|edns4.ultradns.com|edns4.ultradns.net|edns4.ultradns.org,,
coilmastercorp.com,BRK,coilmastercorp.com,False,True,False,,,,,,,,,,,"10, owa.coilmastercorp.com",,,v=spf1 mx a ptr ip4:12.248.154.194 ip4:74.208.7.105 ~all,,,,,,The ptr mechanism should not be used - https://tools.ietf.org/html/rfc7208#section-5.5,A DMARC record does not exist for this domain or its base domain,,pdns11.domaincontrol.com|pdns12.domaincontrol.com,,
colmedica.com,UNH,colmedica.com,False,False,True,r,r,1,reject,100,a:f:r:f,3600,mailto:unitedhealthgroup@rua.agari.com,mailto:unitedhealthgroup@ruf.agari.com,reject,"0, mailrnh.corpmailsvcs.com",,,v=spf1 ip4:190.217.17.54 ip4:200.31.13.220 include:carvajalcomunicacion.com include:amazonses.com include:spf.mandrillapp.com include:_spfAE.corpmailsvcs.com include:spf.masterbase.com include:spf.protection.outlook.com include:spf1.masivapp.com include:_spf.us.sendclean.net -all,v=DMARC1; p=reject; fo=1; ri=3600; rua=mailto:unitedhealthgroup@rua.agari.com; ruf=mailto:unitedhealthgroup@ruf.agari.com,colmedica.com,,"The resolution lifetime expired after 2.000 seconds: Server Do53:10.23.1.99@53 answered The DNS operation timed out.|The reverse DNS of 149.111.205.66 is ovarp0668.corpmailsvcs.com, but the A/AAAA DNS records for ovarp0668.corpmailsvcs.com do not resolve to 149.111.205.66",Parsing the SPF record requires 11/10 maximum DNS lookups - https://tools.ietf.org/html/rfc7208#section-4.6.4,,,,ns1.impsat.net.co|juno.impsat.net.co,,
colonialoutpatientsurgerycenter.com,UNH,colonialoutpatientsurgerycenter.com,False,False,False,,,,,,,,,,,,,,,,,,No MX records found. Is the domain parked?,"('colonialoutpatientsurgerycenter.com does not have a SPF TXT record ', 'colonialoutpatientsurgerycenter.com')",,A DMARC record does not exist for this domain or its base domain,,dns1.cscdns.net|dns2.cscdns.net,,
commercialzone.com,BRK,commercialzone.com,True,False,True,r,r,0,none,100,a:f:r:f,86400,,,none,"0, commercialzone-com.mail.protection.outlook.com",,,v=spf1 a mx include:spf.protection.outlook.com include:servers.mcsv.net include:sfp.sendinblue.com -all,v=DMARC1; p=none,commercialzone.com,,,"('sfp.sendinblue.com does not have a SPF TXT record ', 'sfp.sendinblue.com')",,,rua tag (destination for aggregate reports) not found,ns-cloud-a1.googledomains.com|ns-cloud-a2.googledomains.com|ns-cloud-a3.googledomains.com|ns-cloud-a4.googledomains.com,,
connectyourcare.com,UNH,connectyourcare.com,False,True,True,r,r,1,reject,100,a:f:r:f,3600,mailto:unitedhealthgroup@rua.agari.com|mailto:dmarc_rua@emaildefense.proofpoint.com,mailto:unitedhealthgroup@ruf.agari.com|mailto:dmarc_ruf@emaildefense.proofpoint.com,reject,"0, mailrnh.corpmailsvcs.com",,,v=spf1 include:spf.protection.outlook.com include:app.sgizmo.com include:cust-spf.exacttarget.com include:sendgrid.net include:amazonses.com include:mktomail.com ip4:34.204.245.11 ip4:34.207.42.144 ip4:69.25.76.47 include:_spfae.corpmailsvcs.com -all,"v=DMARC1; p=reject; fo=1; ri=3600; rua=mailto:unitedhealthgroup@rua.agari.com,mailto:dmarc_rua@emaildefense.proofpoint.com;ruf=mailto:unitedhealthgroup@ruf.agari.com,mailto:dmarc_ruf@emaildefense.proofpoint.com",connectyourcare.com,,,,,,,dns1.cscdns.net|dns2.cscdns.net,,
conoco.com,PSX,conoco.com,False,False,True,r,r,1,none,100,a:f:r:f,86400,mailto:dmarc_rua@emaildefense.proofpoint.com,mailto:dmarc_ruf@emaildefense.proofpoint.com,none,"10, inbound-smtp.us-east-1.amazonaws.com",,,,v=DMARC1; p=none; rua=mailto:dmarc_rua@emaildefense.proofpoint.com; ruf=mailto:dmarc_ruf@emaildefense.proofpoint.com;fo=1,conoco.com,,,"(SPFRecordNotFound('conoco.com does not have a SPF TXT record', 'conoco.com'), 'conoco.com')",,,,pdns1.cscdns.net|pdns2.cscdns.net,,
constco.is,COST,constco.is,False,False,False,,,,,,,,,,,,,,,,,The domain constco.is does not exist,,"('The domain constco.is does not exist', 'constco.is')",,A DMARC record does not exist for this domain or its base domain,,,The domain constco.is does not exist,
cornelius.com,BRK,cornelius.com,False,True,True,r,r,1,none,100,a:f:r:f,86400,mailto:dkim@cornelius.com,mailto:dkim@cornelius.com,none,"1, cornelius-com.mail.protection.outlook.com",,,v=spf1 include:spf1.cornelius.com include:spf2.cornelius.com -all,v=DMARC1; p=none; pct=100; rua=mailto:dkim@cornelius.com; ruf=mailto:dkim@cornelius.com; fo=1,cornelius.com,,"The resolution lifetime expired after 2.000 seconds: Server Do53:10.23.1.99@53 answered The DNS operation timed out.|The reverse DNS of 52.101.40.1 is mail-cy4pr03cu00101.inbound.protection.outlook.com, but the A/AAAA DNS records for mail-cy4pr03cu00101.inbound.protection.outlook.com do not resolve to 52.101.40.1|52.101.8.36 does not have any reverse DNS (PTR) records",,,,,pdns05.domaincontrol.com|pdns06.domaincontrol.com,,
cort.com,BRK,cort.com,False,True,True,r,r,1,reject,100,a:f:r:f,86400,mailto:dmarc.aggregate@cort.com|mailto:re+pqckw1y57k0@dmarc.postmarkapp.com|mailto:dmarc_agg@vali.email,mailto:dmarc.failure@cort.com,reject,"10, esa1.hc3478-55.iphmx.com|10, esa2.hc3478-55.iphmx.com|10, esa3.hc3478-55.iphmx.com|10, esa4.hc3478-55.iphmx.com",,,v=spf1 ip4:68.232.148.100 ip4:68.232.146.137 ip4:184.94.241.96 ip4:68.232.146.174 ip4:68.232.148.97 ip4:208.76.24.0/22 ip4:35.227.130.0/24 ip4:34.82.162.0/24 include:_spf.kubra.com include:_spf.ultipro.com ip4:141.146.165.24/29 ip4:184.94.241.74 ip4:23.21.109.197 ip4:23.21.109.212 ip4:147.160.167.0/26 ip4:199.115.76.97 ip4:199.115.76.18 ip4:199.115.76.26 ip4:199.115.76.131 ip4:199.115.76.132 ip4:199.66.223.104 ip4:199.66.223.105 ip4:209.112.4.11 ip4:209.112.4.25 ip4:72.14.161.11 ip4:72.14.161.25 ip4:158.106.68.11 ip4:158.106.68.25 ip4:205.216.45.11 ip4:205.216.45.25 ip4:209.66.117.11 ip4:209.66.117.25 ip4:4.35.200.128/25 ip4:4.15.33.128/25 ip4:13.90.83.200 ip4:66.231.88.206 ip4:208.184.224.19 ip4:162.248.184.0/22 ip4:64.207.216.0/22 a:psm.knowbe4.com include:spf.protection.outlook.com include:_spf.salesforce.com include:cust-spf.exacttarget.com -all,"v=DMARC1;p=reject;pct=100;rua=mailto:dmarc.aggregate@cort.com,mailto:re+pqckw1y57k0@dmarc.postmarkapp.com,mailto:dmarc_agg@vali.email;ruf=mailto:dmarc.failure@cort.com; fo=1",cort.com,,,,,,Some DMARC reporters might not send to more than two rua URIs,ns-1233.awsdns-26.org|ns-1709.awsdns-21.co.uk|ns-408.awsdns-51.com|ns-623.awsdns-13.net,,
costco.ca,COST,costco.ca,False,True,True,r,r,1,none,100,a:f:r:f,86400,mailto:dmarc_agg@auth.returnpath.net,mailto:dmarc_afrf@auth.returnpath.net,none,"5, mx0a-001f9d01.pphosted.com|5, mx0b-001f9d01.pphosted.com",,,v=spf1 include:%{ir}.%{v}.%{d}.spf.has.pphosted.com ~all,v=DMARC1; p=none; sp=none; fo=1; rua=mailto:dmarc_agg@auth.returnpath.net; ruf=mailto:dmarc_afrf@auth.returnpath.net,costco.ca,,,,,,,a1-116.akam.net|a9-66.akam.net|a5-64.akam.net|a6-64.akam.net|a14-67.akam.net|a28-66.akam.net,,
costco.co.nz,COST,costco.co.nz,False,True,True,r,r,1,reject,100,a:f:r:f,86400,mailto:dmarc_agg@auth.returnpath.net,mailto:dmarc_afrf@auth.returnpath.net,none,"10, mx0a-001f9d01.pphosted.com|10, mx0b-001f9d01.pphosted.com",,,v=spf1 include:_spf.google.com include:_spf1.costco.co.nz -all,v=DMARC1; p=reject; sp=none; fo=1; rua=mailto:dmarc_agg@auth.returnpath.net; ruf=mailto:dmarc_afrf@auth.returnpath.net,costco.co.nz,,,,,,,a6-64.akam.net|a9-66.akam.net|dbru.br.ns.els-gms.att.net|dmtu.mt.ns.els-gms.att.net|a5-64.akam.net|a14-67.akam.net|a1-116.akam.net|a28-66.akam.net,,
costco.co.uk,COST,costco.co.uk,False,True,True,r,r,1,reject,100,a:f:r:f,86400,mailto:dmarc_agg@auth.returnpath.net,mailto:dmarc_afrf@auth.returnpath.net,reject,"1, mx0a-001f9d01.pphosted.com|1, mx0b-001f9d01.pphosted.com",,,v=spf1 include:%{ir}.%{v}.%{d}.spf.has.pphosted.com -all,v=DMARC1; p=reject; sp=reject; fo=1; rua=mailto:dmarc_agg@auth.returnpath.net; ruf=mailto:dmarc_afrf@auth.returnpath.net,costco.co.uk,,,,,,,dns1.cscdns.net|dns2.cscdns.net,,
costco.com,COST,costco.com,False,True,True,r,r,1,none,100,a:f:r:f,86400,mailto:dmarc_rua@emaildefense.proofpoint.com,mailto:dmarc_ruf@emaildefense.proofpoint.com,none,"10, mx0a-001f9d01.pphosted.com|10, mx0b-001f9d01.pphosted.com",,,v=spf1 include:%{ir}.%{v}.%{d}.spf.has.pphosted.com ~all,v=DMARC1; p=none; sp=none; fo=1; rua=mailto:dmarc_rua@emaildefense.proofpoint.com; ruf=mailto:dmarc_ruf@emaildefense.proofpoint.com,costco.com,,,,,,,a6-64.akam.net|a1-116.akam.net|a14-67.akam.net|a5-64.akam.net|a9-66.akam.net|a28-66.akam.net,,
costco.com.aw,COST,costco.com.aw,False,False,False,,,,,,,,,,,,,,,,,The domain costco.com.aw does not exist,,"('The domain costco.com.aw does not exist', 'costco.com.aw')",,A DMARC record does not exist for this domain or its base domain,,,The domain costco.com.aw does not exist,
costco.com.mx,COST,costco.com.mx,False,True,True,r,r,1,reject,100,a:f:r:f,86400,mailto:dmarc_rua@emaildefense.proofpoint.com,mailto:dmarc_ruf@emaildefense.proofpoint.com,reject,"1, mx0a-001f9d01.pphosted.com|1, mx0b-001f9d01.pphosted.com",,,v=spf1 a ip4:141.146.165.0/27 mx include:_spf.google.com include:spf-001f9d01.pphosted.com include:sendgrid.net ~all,v=DMARC1;p=reject;sp=reject;fo=1;rua=mailto:dmarc_rua@emaildefense.proofpoint.com;ruf=mailto:dmarc_ruf@emaildefense.proofpoint.com,costco.com.mx,,"The resolution lifetime expired after 2.000 seconds: Server Do53:10.23.1.99@53 answered The DNS operation timed out.|The reverse DNS of 148.163.156.53 is mx0a-001f9d01.pphosted.com, but the A/AAAA DNS records for mx0a-001f9d01.pphosted.com do not resolve to 148.163.156.53",,,,,nsq2.costco.com.mx|nsq1.costco.com.mx,,
costco.com.tw,COST,costco.com.tw,False,True,True,r,r,1,reject,100,a:f:r:f,86400,mailto:dmarc_rua@emaildefense.proofpoint.com,mailto:dmarc_ruf@emaildefense.proofpoint.com,reject,"10, mx0a-001f9d01.pphosted.com|10, mx0b-001f9d01.pphosted.com",,,v=spf1 include:spf-001f9d01.pphosted.com include:_spf.costco.com.tw include:_spf.google.com -all,v=DMARC1; p=reject; sp=reject; fo=1; rua=mailto:dmarc_rua@emaildefense.proofpoint.com;ruf=mailto:dmarc_ruf@emaildefense.proofpoint.com,costco.com.tw,,,,,,,dns2.costco.com.tw|dns1.costco.com.tw|dns3.costco.com.tw,,
costco.es,COST,costco.es,False,True,True,r,r,1,reject,100,a:f:r:f,86400,mailto:dmarc_rua@emaildefense.proofpoint.com,mailto:dmarc_ruf@emaildefense.proofpoint.com,reject,"10, mx0a-001f9d01.pphosted.com|10, mx0b-001f9d01.pphosted.com",,,v=spf1 include:%{ir}.%{v}.%{d}.spf.has.pphosted.com ~all,v=DMARC1;p=reject;sp=reject;fo=1;rua=mailto:dmarc_rua@emaildefense.proofpoint.com;ruf=mailto:dmarc_ruf@emaildefense.proofpoint.com,costco.es,,,,,,,dbru.br.ns.els-gms.att.net|a1-116.akam.net|a5-64.akam.net|dmtu.mt.ns.els-gms.att.net|a9-66.akam.net|a6-64.akam.net|a14-67.akam.net|a28-66.akam.net,,
costco.fr,COST,costco.fr,False,True,True,r,r,1,reject,100,a:f:r:f,86400,mailto:dmarc_rua@emaildefense.proofpoint.com,mailto:dmarc_ruf@emaildefense.proofpoint.com,reject,"10, mx0a-001f9d01.pphosted.com|10, mx0b-001f9d01.pphosted.com",,,v=spf1 include:%{ir}.%{v}.%{d}.spf.has.pphosted.com ~all,v=DMARC1;p=reject;sp=reject;fo=1;rua=mailto:dmarc_rua@emaildefense.proofpoint.com;ruf=mailto:dmarc_ruf@emaildefense.proofpoint.com,costco.fr,,,,,,,a1-116.akam.net|a9-66.akam.net|a14-67.akam.net|dbru.br.ns.els-gms.att.net|a28-66.akam.net|a5-64.akam.net|dmtu.mt.ns.els-gms.att.net|a6-64.akam.net,,
costco.jp,COST,costco.jp,False,True,True,r,r,1,reject,100,a:f:r:f,86400,mailto:dmarc_rua@emaildefense.proofpoint.com,mailto:dmarc_ruf@emaildefense.proofpoint.com,reject,"0, null.costco.jp",,,v=spf1 -all,v=DMARC1; p=reject; sp=reject; fo=1; rua=mailto:dmarc_rua@emaildefense.proofpoint.com; ruf=mailto:dmarc_ruf@emaildefense.proofpoint.com,costco.jp,,The domain null.costco.jp does not exist,,,,,dns1.cscdns.net|dns2.cscdns.net,,
costco.kr,COST,costco.kr,False,True,True,r,r,1,reject,100,a:f:r:f,86400,mailto:dmarc_rua@emaildefense.proofpoint.com,mailto:dmarc_ruf@emaildefense.proofpoint.com,reject,"0, null.costco.kr",,,v=spf1 -all,v=DMARC1; p=reject; sp=reject; fo=1; rua=mailto:dmarc_rua@emaildefense.proofpoint.com; ruf=mailto:dmarc_ruf@emaildefense.proofpoint.com,costco.kr,,The domain null.costco.kr does not exist,,,,,dns1.cscdns.net|dns2.cscdns.net,,
costco.se,COST,costco.se,False,True,True,r,r,1,reject,100,a:f:r:f,86400,mailto:dmarc_agg@auth.returnpath.net,mailto:dmarc_afrf@auth.returnpath.net,reject,"10, mx0a-001f9d01.pphosted.com|10, mx0b-001f9d01.pphosted.com",,,v=spf1 include:_spf.google.com include:_spf1.costco.se -all,v=DMARC1; p=reject; sp=reject; fo=1; rua=mailto:dmarc_agg@auth.returnpath.net; ruf=mailto:dmarc_afrf@auth.returnpath.net,costco.se,,"The resolution lifetime expired after 2.000 seconds: Server Do53:10.23.1.99@53 answered The DNS operation timed out.|The reverse DNS of 148.163.156.53 is mx0a-001f9d01.pphosted.com, but the A/AAAA DNS records for mx0a-001f9d01.pphosted.com do not resolve to 148.163.156.53",,,,,a9-66.akam.net|a6-64.akam.net|dbru.br.ns.els-gms.att.net|a1-116.akam.net|a14-67.akam.net|a28-66.akam.net|dmtu.mt.ns.els-gms.att.net|a5-64.akam.net,,
cshp.net,UNH,cshp.net,False,True,True,r,r,1,reject,100,a:f:r:f,3600,mailto:unitedhealthgroup@rua.agari.com,mailto:unitedhealthgroup@ruf.agari.com,reject,"10, mailrnh.corpmailsvcs.com",,,v=spf1 a mx ip4:128.136.167.150 ip4:128.136.167.151 include:spf.protection.outlook.com include:_spfv4.corpmailsvcs.com -all,v=DMARC1; p=reject; fo=1; ri=3600; rua=mailto:unitedhealthgroup@rua.agari.com; ruf=mailto:unitedhealthgroup@ruf.agari.com,cshp.net,,,,,,,dns1.cscdns.net|dns2.cscdns.net,,
csi-omaha.com,BRK,csi-omaha.com,False,True,False,,,,,,,,,,,"10, mx1-us1.ppe-hosted.com|20, mx2-us1.ppe-hosted.com",,,v=spf1 ip4:66.234.0.104 ip4:207.138.58.100 a:dispatch-us.ppe-hosted.com include:spf.protection.outlook.com mx ~all,,,,,,,A DMARC record does not exist for this domain or its base domain,,ns40.worldnic.com|ns39.worldnic.com,,
ctbinc.com,BRK,ctbinc.com,False,False,False,,,,,,,,,,,,,,v=spf1 a mx ip4:216.194.104.87 ip4:67.134.232.227/29 ip4:207.178.132.223 ip4:108.178.250.64/28 ip4:192.119.233.128/28 ip4:199.200.103.23 ip4:208.40.251.4 ip4:192.254.121.248 include:_spf.google.com include:spf.protection.outlook.com include:_phishspf.knowbe4.com include:spf_c.oraclecloud.com ip4:204.48.16.118 a:relays.digitalhill.com ~all,,,The resolution lifetime expired after 10.000 seconds: Server Do53:1.1.1.1@53 answered The DNS operation timed out.,,Parsing the SPF record requires 12/10 maximum DNS lookups - https://tools.ietf.org/html/rfc7208#section-4.6.4,,A DMARC record does not exist for this domain or its base domain,,ns85.worldnic.com|ns86.worldnic.com,,
ctsurgerycenter.com,UNH,ctsurgerycenter.com,False,False,False,,,,,,,,,,,"10, custmx.cscdns.net",,,,,,,"The domain nb-198-58-121-58.tp.nodebalancer.linode.com does not exist|The reverse DNS of 198.58.121.58 is nb-198-58-121-58.tp.nodebalancer.linode.com, but the A/AAAA DNS records for nb-198-58-121-58.tp.nodebalancer.linode.com do not resolve to 198.58.121.58","('ctsurgerycenter.com does not have a SPF TXT record ', 'ctsurgerycenter.com')",,A DMARC record does not exist for this domain or its base domain,,dns1.cscdns.net|dns2.cscdns.net,,
cvs.com,CVS,cvs.com,False,True,True,r,r,1,reject,100,a:f:r:f,3600,mailto:aetna@rua.agari.com,mailto:aetna@ruf.agari.com,reject,"10, usb-smtp-inbound-1.mimecast.com|10, usb-smtp-inbound-2.mimecast.com",,,v=spf1 include:%{d}.4e.spf-protect.agari.com exists:%{i}._i.%{d}._d.espf.agari.com ~all,v=DMARC1; p=reject; fo=1; ri=3600; rua=mailto:aetna@rua.agari.com; ruf=mailto:aetna@ruf.agari.com,cvs.com,,,,,,,a13-65.akam.net|a8-65.akam.net|a7-64.akam.net|a18-67.akam.net|a14-66.akam.net|a1-84.akam.net,,
cvshealth.com,CVS,cvshealth.com,False,True,True,r,r,1,reject,100,a:f:r:f,3600,mailto:aetna@rua.agari.com,mailto:aetna@ruf.agari.com,reject,"10, usb-smtp-inbound-1.mimecast.com|10, usb-smtp-inbound-2.mimecast.com",,,v=spf1 include:%{d}.4e.spf-protect.agari.com exists:%{i}._i.%{d}._d.espf.agari.com ~all,v=DMARC1; p=reject; fo=1; ri=3600; rua=mailto:aetna@rua.agari.com; ruf=mailto:aetna@ruf.agari.com,cvshealth.com,,,,,,,a14-66.akam.net|a18-67.akam.net|a8-65.akam.net|a1-84.akam.net|a7-64.akam.net|a13-65.akam.net,,
dairyqueen.com,BRK,dairyqueen.com,False,False,False,,,,,,,,,,,,,,,,,,No MX records found. Is the domain parked?,"(SPFRecordNotFound('dairyqueen.com does not have a SPF TXT record', 'dairyqueen.com'), 'dairyqueen.com')",,A DMARC record does not exist for this domain or its base domain,,ns1-05.azure-dns.com|ns2-05.azure-dns.net|ns3-05.azure-dns.org|ns4-05.azure-dns.info,,
daybreaktreatment.com,UNH,daybreaktreatment.com,False,True,True,r,r,1,reject,100,a:f:r:f,3600,mailto:unitedhealthgroup@rua.agari.com,mailto:unitedhealthgroup@ruf.agari.com,reject,"0, mailrnh.corpmailsvcs.com",,,v=spf1 ip4:209.160.104.115 ip4:209.160.104.120 ip4:66.206.11.214 ip4:75.66.57.213 include:_spfae.corpmailsvcs.com include:spf.protection.outlook.com ~all,v=DMARC1; p=reject; fo=1; ri=3600; rua=mailto:unitedhealthgroup@rua.agari.com; ruf=mailto:unitedhealthgroup@ruf.agari.com,daybreaktreatment.com,,,,,,,epla1.corpnamesvcs.com|epla2.corpnamesvcs.com|edns4.ultradns.biz|edns4.ultradns.com|edns4.ultradns.net|edns4.ultradns.org,,
dbp.com,UNH,dbp.com,False,True,True,r,r,1,reject,100,a:f:r:f,3600,mailto:unitedhealthgroup@rua.agari.com,mailto:unitedhealthgroup@ruf.agari.com,reject,"0, mail1.corpmailsvcs.com|0, mail10.corpmailsvcs.com|0, mail11.corpmailsvcs.com|0, mail128.corpmailsvcs.com|0, mail131.corpmailsvcs.com|0, mail134.corpmailsvcs.com|0, mail17.corpmailsvcs.com|0, mail2.corpmailsvcs.com|0, mail20.corpmailsvcs.com|0, mail21.corpmailsvcs.com|0, mail27.corpmailsvcs.com|0, mail30.corpmailsvcs.com|0, mail33.corpmailsvcs.com|0, mail36.corpmailsvcs.com|0, mail50.corpmailsvcs.com|0, mail51.corpmailsvcs.com",,,v=spf1 include:_spfv4.corpmailsvcs.com -all,v=DMARC1; p=reject; fo=1; ri=3600; rua=mailto:unitedhealthgroup@rua.agari.com; ruf=mailto:unitedhealthgroup@ruf.agari.com,dbp.com,,,,,,,epla1.corpnamesvcs.com|epla2.corpnamesvcs.com,,
dcim.com,BRK,dcim.com,False,True,False,,,,,,,,,,,"0, dcim-com.mail.protection.outlook.com",,,v=spf1 include:spf.protection.outlook.com -all,,,,52.101.8.36 does not have any reverse DNS (PTR) records,,,A DMARC record does not exist for this domain or its base domain,,ns1-01.azure-dns.com|ns2-01.azure-dns.net|ns3-01.azure-dns.org|ns4-01.azure-dns.info,,
dcpmidstream.com,PSX,dcpmidstream.com,False,True,False,,,,,,,,,,,"0, dcpmidstream-com.mail.protection.outlook.com|1, my-dcpmidstream-com.mail.protection.outlook.com",,,v=spf1 include:spf.protection.outlook.com include:spf-001c4c01.pphosted.com -all,,,,,,,A DMARC record does not exist for this domain or its base domain,,george.ns.cloudflare.com|virginia.ns.cloudflare.com,,
deaproducts.com,BRK,deaproducts.com,False,False,False,,,,,,,,,,,"10, dea-exchange.deaproducts.com",,,,,,,209.17.116.163 does not have any reverse DNS (PTR) records,"('deaproducts.com does not have a SPF TXT record ', 'deaproducts.com')",,A DMARC record does not exist for this domain or its base domain,,ns76.worldnic.com|ns75.worldnic.com,,
decare.com,ELV,decare.com,False,True,True,r,r,1,reject,100,a:f:r:f,86400,mailto:dmarc_rua@emaildefense.proofpoint.com,mailto:dmarc_ruf@emaildefense.proofpoint.com,reject,"10, mxa-001bee01.gslb.pphosted.com|20, mxb-001bee01.gslb.pphosted.com",,,v=spf1 include:%{ir}.%{v}.%{d}.spf.has.pphosted.com ~all,v=DMARC1;p=reject;fo=1;rua=mailto:dmarc_rua@emaildefense.proofpoint.com;ruf=mailto:dmarc_ruf@emaildefense.proofpoint.com,decare.com,,,,,,,ns3.domain53hosting.com|ns1.domain53hosting.com|ns2.domain53hosting.com,,
denversurgerycenter.com,UNH,denversurgerycenter.com,False,False,False,,,,,,,,,,,,,,,,,,No MX records found. Is the domain parked?,"('denversurgerycenter.com does not have a SPF TXT record ', 'denversurgerycenter.com')",,A DMARC record does not exist for this domain or its base domain,,ns16.domaincontrol.com|ns15.domaincontrol.com,,
digestiveaz.com,UNH,digestiveaz.com,False,True,True,r,r,0,reject,100,a:f:r:f,86400,mailto:e9fbkgxn@ag.c1.dmarcian.com,mailto:e9fbkgxn@fr.c1.dmarcian.com,reject,"0, digestiveaz-com.mail.protection.outlook.com",,,v=spf1 include:spf.protection.outlook.com Ip4:174.67.126.34 -all,v=DMARC1; p=reject; rua=mailto:e9fbkgxn@ag.c1.dmarcian.com; ruf=mailto:e9fbkgxn@fr.c1.dmarcian.com;,digestiveaz.com,,,,,,,pdns11.domaincontrol.com|pdns12.domaincontrol.com,,
diplomatpharmacy.com,UNH,diplomatpharmacy.com,False,True,True,r,r,1,none,100,a:f:r:f,3600,mailto:unitedhealthgroup@rua.agari.com,mailto:unitedhealthgroup@ruf.agari.com,none,"10, mail1.corpmailsvcs.com|10, mail10.corpmailsvcs.com|10, mail11.corpmailsvcs.com|10, mail128.corpmailsvcs.com|10, mail131.corpmailsvcs.com|10, mail134.corpmailsvcs.com|10, mail17.corpmailsvcs.com|10, mail2.corpmailsvcs.com|10, mail20.corpmailsvcs.com|10, mail21.corpmailsvcs.com|10, mail27.corpmailsvcs.com|10, mail30.corpmailsvcs.com|10, mail33.corpmailsvcs.com|10, mail36.corpmailsvcs.com|10, mail50.corpmailsvcs.com|10, mail51.corpmailsvcs.com",,,v=spf1 ip4:72.26.195.64/27 ip4:74.63.47.96/27 ip4:173.231.138.192/27 ip4:173.231.139.0/24 ip4:173.231.176.0/21 ip4:173.231.184.0/21 ip4:205.201.128.0/20 ip4:198.2.128.0/18 ip4:12.162.242.214 include:spf.protection.outlook.com include:_spfv4.corpmailsvcs.com -all,v=DMARC1; p=none; fo=1; ri=3600; rua=mailto:unitedhealthgroup@rua.agari.com; ruf=mailto:unitedhealthgroup@ruf.agari.com,diplomatpharmacy.com,,,,,,,dns1.cscdns.net|dns2.cscdns.net,,
